Time, pH, OD600, Light2023-11-29 01:59:18.665039,-1OD Measurement,True2023-11-29 01:59:23.665432,-1OD Measurement,TrueTime, pH, OD600, Light
2023-11-29 02:04:08.306153,-1OD Measurement,True
2023-11-29 02:04:13.306603,-1OD Measurement,True
2023-11-29 02:04:18.309828,-1OD Measurement,TrueTime, pH, OD600, Light
2023-11-29 02:05:41.295643,-1OD Measurement,True
2023-11-29 02:05:46.296039,-1OD Measurement,True
2023-11-29 02:05:51.297191,-1OD Measurement,TrueTime, pH, OD600, Light
2023-11-29 02:07:23.457331,-1OD Measurement,True
2023-11-29 02:07:28.459331,-1OD Measurement,True
2023-11-29 02:07:33.459642,-1OD Measurement,True
2023-11-29 02:07:38.459921,-1OD Measurement,True
2023-11-29 02:07:43.460225,-1OD Measurement,TrueTime, pH, OD600, Light
2023-11-29 02:08:57.269664,-1OD Measurement,TrueTime, pH, OD600, Light
2023-11-29 02:09:01.009810,-1OD Measurement,True
2023-11-29 02:09:06.010290,-1OD Measurement,True
2023-11-29 02:09:11.010674,-1OD Measurement,True
2023-11-29 02:09:16.010913,-1OD Measurement,TrueTime, pH, OD600, Light
2023-11-29 02:09:30.993214,-1OD Measurement,True
2023-11-29 02:09:35.993677,-1OD Measurement,TrueTime, pH, OD600, Light
2023-11-29 02:15:14.060382,-1,OD Placeholder,TrueTime, pH, OD600, Light
2023-11-29 02:15:30.983684,-1,OD Placeholder,True
2023-11-29 02:15:35.984218,-1,OD Placeholder,True
2023-11-29 02:15:40.984470,-1,OD Placeholder,True
2023-11-29 02:15:45.984727,-1,OD Placeholder,True
2023-11-29 02:15:50.985020,-1,OD Placeholder,True
2023-11-29 02:15:55.985613,-1,OD Placeholder,True
2023-11-29 02:16:00.985877,-1,OD Placeholder,True
2023-11-29 02:16:05.986198,-1,OD Placeholder,True
2023-11-29 02:16:10.986459,-1,OD Placeholder,True
2023-11-29 02:16:15.986708,-1,OD Placeholder,TrueTime, pH, OD600, Light
2023-11-29 02:18:31.707697,-1,OD Placeholder,True
2023-11-29 02:18:36.708785,-1,OD Placeholder,True
2023-11-29 02:18:41.709026,-1,OD Placeholder,True
2023-11-29 02:18:46.709253,-1,OD Placeholder,True
2023-11-29 02:18:51.709509,-1,OD Placeholder,True
2023-11-29 02:18:56.709757,-1,OD Placeholder,True
2023-11-29 02:19:01.710006,-1,OD Placeholder,True
2023-11-29 02:19:06.710269,-1,OD Placeholder,True
2023-11-29 02:19:11.710538,-1,OD Placeholder,True
2023-11-29 02:19:16.710773,-1,OD Placeholder,True
2023-11-29 02:19:21.711052,-1,OD Placeholder,TrueTime, pH, OD600, Light
2023-11-29 02:29:23.562632,-1,OD Placeholder,True
2023-11-29 02:29:28.563113,-1,OD Placeholder,True
2023-11-29 02:29:33.565863,-1,OD Placeholder,True
2023-11-29 02:29:38.567139,-1,OD Placeholder,True
2023-11-29 02:29:43.568557,-1,OD Placeholder,True
2023-11-29 02:29:48.569999,-1,OD Placeholder,True
2023-11-29 02:29:53.571253,-1,OD Placeholder,True
2023-11-29 02:29:58.572664,-1,OD Placeholder,True
2023-11-29 02:30:03.573931,-1,OD Placeholder,True
2023-11-29 02:30:08.575180,-1,OD Placeholder,True
2023-11-29 02:30:13.576586,-1,OD Placeholder,True
2023-11-29 02:30:18.577855,-1,OD Placeholder,True
2023-11-29 02:30:23.579187,-1,OD Placeholder,True
2023-11-29 02:30:28.580619,-1,OD Placeholder,True
2023-11-29 02:30:33.582359,-1,OD Placeholder,True
2023-11-29 02:30:38.583731,-1,OD Placeholder,True
2023-11-29 02:30:43.585011,-1,OD Placeholder,True
2023-11-29 02:30:48.586906,-1,OD Placeholder,True
2023-11-29 02:30:53.588243,-1,OD Placeholder,True
2023-11-29 02:30:58.589623,-1,OD Placeholder,True
2023-11-29 02:31:03.591364,-1,OD Placeholder,True
2023-11-29 02:31:08.592727,-1,OD Placeholder,True
2023-11-29 02:31:13.593999,-1,OD Placeholder,True
2023-11-29 02:31:18.595562,-1,OD Placeholder,True
2023-11-29 02:31:23.596999,-1,OD Placeholder,True
2023-11-29 02:31:28.598238,-1,OD Placeholder,True
2023-11-29 02:31:33.599600,-1,OD Placeholder,True
2023-11-29 02:31:38.600861,-1,OD Placeholder,True
2023-11-29 02:31:43.602183,-1,OD Placeholder,True
2023-11-29 02:31:48.603595,-1,OD Placeholder,True
2023-11-29 02:31:53.604834,-1,OD Placeholder,True
2023-11-29 02:31:58.606206,-1,OD Placeholder,True
2023-11-29 02:32:03.607918,-1,OD Placeholder,True
2023-11-29 02:32:08.608131,-1,OD Placeholder,True
2023-11-29 02:32:13.609903,-1,OD Placeholder,True
2023-11-29 02:32:18.611271,-1,OD Placeholder,True
2023-11-29 02:32:23.613010,-1,OD Placeholder,True
2023-11-29 02:32:28.614394,-1,OD Placeholder,True
2023-11-29 02:32:33.616138,-1,OD Placeholder,True
2023-11-29 02:32:38.617419,-1,OD Placeholder,True
2023-11-29 02:32:43.618758,-1,OD Placeholder,True
2023-11-29 02:32:48.620129,-1,OD Placeholder,True
2023-11-29 02:32:53.621872,-1,OD Placeholder,True
2023-11-29 02:32:58.623233,-1,OD Placeholder,True
2023-11-29 02:33:03.624458,-1,OD Placeholder,True
2023-11-29 02:33:08.625788,-1,OD Placeholder,True
2023-11-29 02:33:13.627278,-1,OD Placeholder,True
2023-11-29 02:33:18.628517,-1,OD Placeholder,True
2023-11-29 02:33:23.629903,-1,OD Placeholder,True
2023-11-29 02:33:28.631206,-1,OD Placeholder,True
2023-11-29 02:33:33.632557,-1,OD Placeholder,True
2023-11-29 02:33:38.633978,-1,OD Placeholder,True
2023-11-29 02:33:43.635218,-1,OD Placeholder,True
2023-11-29 02:33:48.636614,-1,OD Placeholder,True
2023-11-29 02:33:53.638354,-1,OD Placeholder,True
2023-11-29 02:33:58.639693,-1,OD Placeholder,True
